Sequence,Obstacle x,Obstacle y,Obstacle z,Lux,OptiTrack initial y rotation offset,Incl. Video
318,1.1916,1.9631,0.009631,100,-1.74532925199433,1
319,-0.90415,2.1311,0.14613,100,-1.74532925199433,1
319,1.1916,1.9631,0.009631,100,-1.74532925199433,1
320,-0.90415,2.1311,0.14613,100,-1.74532925199433,1
320,1.1916,1.9631,0.009631,100,-1.74532925199433,1
321,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
321,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
322,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
322,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
323,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
323,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
324,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
324,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
325,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
325,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
326,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
326,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
327,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
327,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
328,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
328,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
329,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
329,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
330,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
330,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
331,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
331,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
332,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
332,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
333,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
333,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
334,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
334,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
335,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
335,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
336,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
336,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
337,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
337,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
338,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
338,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
339,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
339,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
340,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
340,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
341,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
341,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
342,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
342,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
343,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
343,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
344,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
344,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
345,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
345,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
346,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
346,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
347,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
347,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
348,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
348,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
349,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
349,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
350,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
350,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
351,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
351,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
352,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
352,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
353,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
353,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
354,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
354,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
355,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
355,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
356,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
356,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
357,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
357,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
358,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
358,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
359,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
359,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
360,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
360,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
361,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
361,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
362,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
362,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
363,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
363,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
364,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
364,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
365,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
365,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
366,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
366,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
367,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
367,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
368,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
368,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
369,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
369,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
370,1.1069,1.9728,-0.72353,100,-1.55334303427495,1
370,-0.72971,2.1208,1.0813,100,-1.55334303427495,1
371,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
371,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
372,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
372,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
373,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
373,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
374,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
374,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
375,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
375,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
376,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
376,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
377,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
377,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
378,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
378,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
379,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
379,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
380,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
380,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
381,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
381,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
382,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
382,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
383,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
383,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
384,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
384,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
385,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
385,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
386,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
386,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
387,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
387,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
388,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
388,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
389,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
389,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
390,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
390,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
391,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
391,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
392,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
392,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
393,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
393,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
394,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
394,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
395,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
395,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
396,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
396,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
397,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
397,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
398,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
398,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
399,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
399,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
400,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
400,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
401,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
401,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
402,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
402,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
403,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
403,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
404,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
404,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
405,1.1069,1.9728,-0.72353,1,-1.55334303427495,1
405,-0.72971,2.1208,1.0813,1,-1.55334303427495,1
406,0.9838,1.957,0.72483,100,-0.820304748437335,1
407,0.9838,1.957,0.72483,100,-0.820304748437335,1
408,0.9838,1.957,0.72483,100,-0.820304748437335,1
409,0.9838,1.957,0.72483,100,-0.820304748437335,1
410,0.9838,1.957,0.72483,100,-0.820304748437335,1
411,0.9838,1.957,0.72483,100,-0.820304748437335,1
412,0.9838,1.957,0.72483,100,-0.820304748437335,1
413,0.9838,1.957,0.72483,100,-0.820304748437335,1
414,0.9838,1.957,0.72483,100,-0.820304748437335,1
415,0.9838,1.957,0.72483,100,-0.820304748437335,1
416,0.9838,1.957,0.72483,100,-0.820304748437335,1
417,0.9838,1.957,0.72483,100,-0.820304748437335,1
418,0.9838,1.957,0.72483,100,-0.820304748437335,1
419,0.9838,1.957,0.72483,100,-0.820304748437335,1
420,0.9838,1.957,0.72483,100,-0.820304748437335,1
421,0.9838,1.957,0.72483,100,-0.820304748437335,1
422,0.9838,1.957,0.72483,100,-0.820304748437335,1
423,0.9838,1.957,0.72483,100,-0.820304748437335,1
424,0.9838,1.957,0.72483,100,-0.820304748437335,1
425,0.9838,1.957,0.72483,100,-0.820304748437335,1
426,0.9838,1.957,0.72483,100,-0.820304748437335,1
427,0.9838,1.957,0.72483,100,-0.820304748437335,1
428,0.9838,1.957,0.72483,100,-0.820304748437335,1
429,0.9838,1.957,0.72483,100,-0.820304748437335,1
430,0.9838,1.957,0.72483,100,-0.820304748437335,1
431,0.9838,1.957,0.72483,100,-0.820304748437335,1
432,0.9838,1.957,0.72483,100,-0.820304748437335,1
433,0.9838,1.957,0.72483,100,-0.820304748437335,1
434,0.9838,1.957,0.72483,100,-0.820304748437335,1
435,0.9838,1.957,0.72483,100,-0.820304748437335,1
436,0.9838,1.957,0.72483,100,-0.820304748437335,1
437,0.9838,1.957,0.72483,100,-0.820304748437335,1
438,0.9838,1.957,0.72483,100,-0.820304748437335,1
439,0.9838,1.957,0.72483,100,-0.820304748437335,1
440,0.9838,1.957,0.72483,100,-0.820304748437335,1
441,0.9838,1.957,0.72483,100,-0.820304748437335,1
442,0.9838,1.957,0.72483,100,-0.820304748437335,1
443,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
444,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
445,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
446,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
447,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
448,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
449,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
450,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
451,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
452,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
453,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
454,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
455,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
456,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
457,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
458,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
459,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
460,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
461,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
462,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
463,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
464,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
465,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
466,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
467,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
468,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
469,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
470,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
471,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
472,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
473,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
474,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
475,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
476,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
477,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
478,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
479,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
480,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
481,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
482,-1.3865,1.8381,2.0646,100,-0.820304748437335,1
483,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
483,0.9501,2.1601,0.67074,100,-0.383972435438752,1
484,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
484,0.9501,2.1601,0.67074,100,-0.383972435438752,1
485,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
485,0.9501,2.1601,0.67074,100,-0.383972435438752,1
486,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
486,0.9501,2.1601,0.67074,100,-0.383972435438752,1
487,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
487,0.9501,2.1601,0.67074,100,-0.383972435438752,1
488,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
488,0.9501,2.1601,0.67074,100,-0.383972435438752,1
489,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
489,0.9501,2.1601,0.67074,100,-0.383972435438752,1
490,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
490,0.9501,2.1601,0.67074,100,-0.383972435438752,1
491,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
491,0.9501,2.1601,0.67074,100,-0.383972435438752,1
492,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
492,0.9501,2.1601,0.67074,100,-0.383972435438752,1
493,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
493,0.9501,2.1601,0.67074,100,-0.383972435438752,1
494,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
494,0.9501,2.1601,0.67074,100,-0.383972435438752,1
495,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
495,0.9501,2.1601,0.67074,100,-0.383972435438752,1
496,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
496,0.9501,2.1601,0.67074,100,-0.383972435438752,1
497,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
497,0.9501,2.1601,0.67074,100,-0.383972435438752,1
498,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
498,0.9501,2.1601,0.67074,100,-0.383972435438752,1
499,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
499,0.9501,2.1601,0.67074,100,-0.383972435438752,1
500,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
500,0.9501,2.1601,0.67074,100,-0.383972435438752,1
501,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
501,0.9501,2.1601,0.67074,100,-0.383972435438752,1
502,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
502,0.9501,2.1601,0.67074,100,-0.383972435438752,1
503,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
503,0.9501,2.1601,0.67074,100,-0.383972435438752,1
504,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
504,0.9501,2.1601,0.67074,100,-0.383972435438752,1
505,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
505,0.9501,2.1601,0.67074,100,-0.383972435438752,1
506,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
506,0.9501,2.1601,0.67074,100,-0.383972435438752,1
507,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
507,0.9501,2.1601,0.67074,100,-0.383972435438752,1
508,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
508,0.9501,2.1601,0.67074,100,-0.383972435438752,1
509,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
509,0.9501,2.1601,0.67074,100,-0.383972435438752,1
510,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
510,0.9501,2.1601,0.67074,100,-0.383972435438752,1
511,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
511,0.9501,2.1601,0.67074,100,-0.383972435438752,1
512,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
512,0.9501,2.1601,0.67074,100,-0.383972435438752,1
513,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
513,0.9501,2.1601,0.67074,100,-0.383972435438752,1
514,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
514,0.9501,2.1601,0.67074,100,-0.383972435438752,1
515,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
515,0.9501,2.1601,0.67074,100,-0.383972435438752,1
516,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
516,0.9501,2.1601,0.67074,100,-0.383972435438752,1
517,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
517,0.9501,2.1601,0.67074,100,-0.383972435438752,1
518,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
518,0.9501,2.1601,0.67074,100,-0.383972435438752,1
519,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
519,0.9501,2.1601,0.67074,100,-0.383972435438752,1
520,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
520,0.9501,2.1601,0.67074,100,-0.383972435438752,1
521,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
521,0.9501,2.1601,0.67074,100,-0.383972435438752,1
522,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
522,0.9501,2.1601,0.67074,100,-0.383972435438752,1
523,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
523,0.9501,2.1601,0.67074,100,-0.383972435438752,1
524,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
524,0.9501,2.1601,0.67074,100,-0.383972435438752,1
525,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
525,0.9501,2.1601,0.67074,100,-0.383972435438752,1
526,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
526,0.9501,2.1601,0.67074,100,-0.383972435438752,1
527,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
527,0.9501,2.1601,0.67074,100,-0.383972435438752,1
528,1.5416,2.0423,-1.2101,100,-0.383972435438752,1
528,0.9501,2.1601,0.67074,100,-0.383972435438752,1
529,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
530,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
531,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
532,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
533,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
534,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
535,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
536,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
537,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
538,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
539,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
540,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
541,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
542,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
543,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
544,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
545,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
546,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
547,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
548,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
549,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
550,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
551,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
552,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
553,1.4024,1.8797,-1.0966,100,-1.48352986419518,1
554,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
555,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
556,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
557,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
558,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
559,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
560,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
561,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
562,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
563,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
564,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
565,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
566,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
567,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
568,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
569,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
570,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
571,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
572,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
573,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
574,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
575,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
576,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
577,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
578,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
579,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
580,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
581,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
582,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
583,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
584,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
585,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
586,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
587,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
588,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
589,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
590,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
591,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
592,0.24499,1.9107,-1.3717,100,-1.5707963267949,1
593,,,,100,-1.5707963267949,1
594,,,,100,-1.5707963267949,1
595,,,,100,-1.5707963267949,1
596,,,,100,-1.5707963267949,1
597,,,,100,-1.5707963267949,1
598,,,,100,-1.5707963267949,1
599,,,,100,-1.5707963267949,1
600,,,,100,-1.5707963267949,1
601,,,,100,-1.5707963267949,1
602,,,,100,-1.5707963267949,1
603,,,,100,-1.5707963267949,1
604,,,,100,-1.5707963267949,1
605,,,,100,-1.5707963267949,1
606,,,,100,-1.5707963267949,1
607,,,,100,-1.5707963267949,1
608,,,,100,-1.5707963267949,1
609,,,,100,-1.5707963267949,1
610,,,,100,-1.5707963267949,1
611,,,,100,-1.5707963267949,1
612,,,,100,-1.5707963267949,1
613,,,,100,-1.5707963267949,1
614,,,,100,-1.5707963267949,1
615,,,,100,-1.5707963267949,1
616,,,,100,-1.5707963267949,1
617,,,,100,-1.5707963267949,1
618,,,,100,-1.5707963267949,1
619,,,,100,-1.5707963267949,1
620,,,,100,-1.5707963267949,1
621,,,,100,-1.5707963267949,1
622,,,,100,-1.5707963267949,1
623,,,,100,-1.5707963267949,1
624,,,,100,-1.5707963267949,1
625,,,,100,-1.5707963267949,1
626,,,,100,-1.5707963267949,1
627,,,,100,-1.5707963267949,1
628,,,,100,-1.5707963267949,1
629,,,,100,-1.5707963267949,1
630,0.15583,1.8925,-0.19667,100,1.5707963267949,1
631,0.15583,1.8925,-0.19667,100,1.5707963267949,1
632,0.15583,1.8925,-0.19667,100,1.5707963267949,1
633,0.15583,1.8925,-0.19667,100,1.5707963267949,1
634,0.15583,1.8925,-0.19667,100,1.5707963267949,1
635,0.15583,1.8925,-0.19667,100,1.5707963267949,1
636,0.15583,1.8925,-0.19667,100,1.5707963267949,1
637,0.15583,1.8925,-0.19667,100,1.5707963267949,1
638,0.15583,1.8925,-0.19667,100,1.5707963267949,1
639,0.15583,1.8925,-0.19667,100,1.5707963267949,1
640,0.15583,1.8925,-0.19667,100,1.5707963267949,1
641,0.15583,1.8925,-0.19667,100,1.5707963267949,1
642,0.15583,1.8925,-0.19667,100,1.5707963267949,1
643,0.15583,1.8925,-0.19667,100,1.5707963267949,1
644,0.15583,1.8925,-0.19667,100,1.5707963267949,1
645,0.15583,1.8925,-0.19667,100,1.5707963267949,1
646,0.15583,1.8925,-0.19667,100,1.5707963267949,1
647,0.15583,1.8925,-0.19667,100,1.5707963267949,1
648,0.15583,1.8925,-0.19667,100,1.5707963267949,1
649,0.15583,1.8925,-0.19667,100,1.5707963267949,1
650,0.15583,1.8925,-0.19667,100,1.5707963267949,1
651,0.15583,1.8925,-0.19667,100,1.5707963267949,1
652,0.15583,1.8925,-0.19667,100,1.5707963267949,1
653,0.15583,1.8925,-0.19667,100,1.5707963267949,1
654,0.15583,1.8925,-0.19667,100,1.5707963267949,1
