Sequence,Obstacle x,Obstacle y,Obstacle z,Lux,OptiTrack initial y rotation offset,Incl. Video
1280,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1281,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1281,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1282,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1282,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1283,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1283,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1284,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1284,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1285,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1285,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1286,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1286,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1287,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1287,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1288,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1288,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1289,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1289,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1290,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1290,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1291,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1291,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1292,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1292,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1293,2.0996,-0.21722,0.00085,100,0.575958653158129,1
1293,0.83805,2.0996,-0.21721,100,0.575958653158129,1
1294,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1294,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1295,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1295,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1296,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1296,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1297,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1297,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1298,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1298,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1299,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1299,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1300,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1300,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1301,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1301,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1302,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1302,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1303,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1303,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1304,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1304,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1305,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1305,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1306,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1306,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1307,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1307,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1308,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1308,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1309,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1309,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1310,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1310,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1311,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1311,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1312,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1312,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1313,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1313,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1314,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1314,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1315,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1315,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1316,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1316,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1317,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1317,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1318,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1318,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1319,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1319,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1320,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1320,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1321,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1321,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1322,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1322,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1323,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1323,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1324,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1324,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1325,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1325,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1326,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1326,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1327,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1327,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1328,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1328,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1329,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1329,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1330,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1330,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1331,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1331,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1332,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1332,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1333,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1333,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1334,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1334,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1335,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1335,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1336,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1336,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1337,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1337,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1338,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1338,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1339,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1339,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1340,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1340,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1341,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1341,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1342,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1342,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1343,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1343,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1344,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1344,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1345,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1345,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1346,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1346,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1347,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1347,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1348,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1348,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1349,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1349,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1350,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1350,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1351,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1351,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1352,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1352,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1353,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1353,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1354,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1354,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1355,0.30672,2.1209,0.77352,100,-0.872664625997165,0
1355,0.93583,1.8629,0.31306,100,-0.872664625997165,0
1356,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1356,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1357,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1357,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1358,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1358,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1359,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1359,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1360,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1360,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1361,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1361,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1362,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1362,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1363,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1363,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1364,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1364,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1365,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1365,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1366,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1366,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1367,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1367,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1368,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1368,0.93583,1.8629,0.31306,100,-0.925024503556995,0
1369,0.30672,2.1209,0.77352,100,-0.925024503556995,0
1369,0.93583,1.8629,0.31306,100,-0.925024503556995,0
